101m Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1nku Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1nl3 Sequence Parse Errors: 142; Helix Parse Errors: 0; Helix Extraction Errors: 40; Helix to Digit Errors: 37
1nl4 Sequence Parse Errors: 55; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 26
1nla Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nlw Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 6
1nmi Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1nml Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1nmr Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nne Sequence Parse Errors: 122; Helix Parse Errors: 0; Helix Extraction Errors: 23; Helix to Digit Errors: 18
1nnj Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1nno Sequence Parse Errors: 84; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1nnq Sequence Parse Errors: 28; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1no1 Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1no3 Sequence Parse Errors: 66; Helix Parse Errors: 0; Helix Extraction Errors: 36; Helix to Digit Errors: 0
1nog Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1nol Sequence Parse Errors: 49; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1nom Sequence Parse Errors: 31; Helix Parse Errors: 1; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1noo Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 0
1np3 Sequence Parse Errors: 104; Helix Parse Errors: 0; Helix Extraction Errors: 39; Helix to Digit Errors: 0
1np7 Sequence Parse Errors: 76; Helix Parse Errors: 0; Helix Extraction Errors: 33; Helix to Digit Errors: 0
1np8 Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 5
1npf Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1npg Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1npq Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1nq0 Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 7
1nq1 Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 7
1nq2 Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 7
1nq4 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nq7 Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 7
1nqp Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 20; Helix to Digit Errors: 10
1nr6 Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 9
1nre Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 1
1nrl Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 16
1ns1 Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1ns6 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 6
1ns9 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 5
1nsg Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1nsh Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1nt2 Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 6
1ntc Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 6
1nti Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1ntk Sequence Parse Errors: 171; Helix Parse Errors: 0; Helix Extraction Errors: 51; Helix to Digit Errors: 35
1ntm Sequence Parse Errors: 171; Helix Parse Errors: 0; Helix Extraction Errors: 48; Helix to Digit Errors: 36
1nty Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 6
1ntz Sequence Parse Errors: 171; Helix Parse Errors: 0; Helix Extraction Errors: 43; Helix to Digit Errors: 37
1nu1 Sequence Parse Errors: 171; Helix Parse Errors: 0; Helix Extraction Errors: 45; Helix to Digit Errors: 37
1nu7 Sequence Parse Errors: 90; Helix Parse Errors: 11; Helix Extraction Errors: 20; Helix to Digit Errors: 16
1nu9 Sequence Parse Errors: 90; Helix Parse Errors: 10; Helix Extraction Errors: 20; Helix to Digit Errors: 16
1nub Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 6
1nuo Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 7
1nvl Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1nvm Sequence Parse Errors: 204; Helix Parse Errors: 0; Helix Extraction Errors: 52; Helix to Digit Errors: 21
1nvp Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 6
1nvu Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 14
1nvv Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 14
1nvw Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 15
1nvx Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 13
1nwd Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 2
1nwi Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1nwm Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1nwn Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1nx0 Sequence Parse Errors: 31; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 12
1nx1 Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 12
1nx2 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 6
1nx3 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 6
1nxc Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 10
1nxe Sequence Parse Errors: 67; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 12
1nxf Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 0
1nxg Sequence Parse Errors: 67; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 11
1nxh Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 6
1ny9 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1nya Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nyx Sequence Parse Errors: 44; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 15
1nz2 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nz3 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nz4 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nz5 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1nz6 Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 6
1nzb Sequence Parse Errors: 120; Helix Parse Errors: 0; Helix Extraction Errors: 30; Helix to Digit Errors: 0
1nze Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1nzn Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1nzp Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1o0w Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 16
1o16 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1o17 Sequence Parse Errors: 108; Helix Parse Errors: 0; Helix Extraction Errors: 38; Helix to Digit Errors: 0
1o1i Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 5
1o1j Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 12
1o1k Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 12
1o1l Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 11
1o1m Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 12
1o1n Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 12
1o1o Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 11
1o1p Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 11
1o1r Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 24
1o1s Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 24
1o1t Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 25
1o2e Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1o3q Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1o3r Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1o3s Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1o3t Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1o3u Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 4
1o3w Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1o3x Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 3
1o4x Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1o57 Sequence Parse Errors: 94; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 0
1o5h Sequence Parse Errors: 35; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 6
1o5m Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 12
1o6h Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 36; Helix to Digit Errors: 0
1o6o Sequence Parse Errors: 132; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 0
1o6p Sequence Parse Errors: 72; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1o6q Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 37; Helix to Digit Errors: 0
1o6r Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 39; Helix to Digit Errors: 0
1o6u Sequence Parse Errors: 93; Helix Parse Errors: 0; Helix Extraction Errors: 40; Helix to Digit Errors: 0
1o76 Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 0
1o79 Sequence Parse Errors: 147; Helix Parse Errors: 0; Helix Extraction Errors: 39; Helix to Digit Errors: 0
1o7d Sequence Parse Errors: 75; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 8
1o7f Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 6
1o7l Sequence Parse Errors: 85; Helix Parse Errors: 0; Helix Extraction Errors: 29; Helix to Digit Errors: 0
1o7x Sequence Parse Errors: 116; Helix Parse Errors: 0; Helix Extraction Errors: 29; Helix to Digit Errors: 0
1o82 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1o83 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1o84 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1o87 Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1o9c Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1o9e Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1o9i Sequence Parse Errors: 126; Helix Parse Errors: 0; Helix Extraction Errors: 42; Helix to Digit Errors: 0
1o9k Sequence Parse Errors: 124; Helix Parse Errors: 0; Helix Extraction Errors: 49; Helix to Digit Errors: 15
1o9r Sequence Parse Errors: 78; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1o9x Sequence Parse Errors: 45; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1oae Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1oaf Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 6
1oag Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 6
1oah Sequence Parse Errors: 80; Helix Parse Errors: 0; Helix Extraction Errors: 48; Helix to Digit Errors: 0
1oai Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1obc Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 25; Helix to Digit Errors: 0
1obh Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 0
1obm Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1occ Sequence Parse Errors: 292; Helix Parse Errors: 0; Helix Extraction Errors: 58; Helix to Digit Errors: 48
1ocd Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1oco Sequence Parse Errors: 292; Helix Parse Errors: 0; Helix Extraction Errors: 58; Helix to Digit Errors: 48
1ocp Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1ocr Sequence Parse Errors: 292; Helix Parse Errors: 0; Helix Extraction Errors: 58; Helix to Digit Errors: 48
1oct Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1ocz Sequence Parse Errors: 292; Helix Parse Errors: 0; Helix Extraction Errors: 58; Helix to Digit Errors: 48
1odb Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 18
1odd Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 2
1odo Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1oe7 Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1oe8 Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1oe9 Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 2
1oel Sequence Parse Errors: 301; Helix Parse Errors: 0; Helix Extraction Errors: 56; Helix to Digit Errors: 0
1of9 Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1ofc Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 9
1ofj Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1ofk Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1ofw Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 0
1ofy Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 0
1og2 Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 15
1og5 Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 16
1ogk Sequence Parse Errors: 88; Helix Parse Errors: 0; Helix Extraction Errors: 23; Helix to Digit Errors: 0
1ogl Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1ogy Sequence Parse Errors: 576; Helix Parse Errors: 0; Helix Extraction Errors: 240; Helix to Digit Errors: 0
1oh5 Sequence Parse Errors: 130; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 0
1oh6 Sequence Parse Errors: 130; Helix Parse Errors: 0; Helix Extraction Errors: 34; Helix to Digit Errors: 0
1oh7 Sequence Parse Errors: 130; Helix Parse Errors: 0; Helix Extraction Errors: 37; Helix to Digit Errors: 0
1oh8 Sequence Parse Errors: 130; Helix Parse Errors: 0; Helix Extraction Errors: 31; Helix to Digit Errors: 0
1ohh Sequence Parse Errors: 262; Helix Parse Errors: 0; Helix Extraction Errors: 80; Helix to Digit Errors: 24
1ohz Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 2
1oip Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 0
1oiz Sequence Parse Errors: 44; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1oj6 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 18; Helix to Digit Errors: 0
1ojh Sequence Parse Errors: 61; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1ojm Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 12
1ojn Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 12
1ojo Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 12
1ojp Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 12
1okk Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 7
